"DS","GCM","OBS","var","scen","files","title"
"PARM","CCSM4","Daymet v. 2.1","Daily Precipitation","RCP 2.6","pr_day_I35prp1-PARM-B12D01K00_rcp26_r6i1p1_I35Land_20060101-20991231.nc","RCP 2.6, CCSM4 downscaled with PARM trained with Daymet v. 2.1 - Daily Precipitation"
"PARM","CCSM4","Livneh v. 1.2","Daily Precipitation","RCP 2.6","pr_day_I35prp1-PARM-B12L01K00_rcp26_r6i1p1_I35Land_20060101-20991231.nc","RCP 2.6, CCSM4 downscaled with PARM trained with Livneh v. 1.2 - Daily Precipitation"
"PARM","CCSM4","PRISM AN81d v. D1","Daily Precipitation","RCP 2.6","pr_day_I35prp1-PARM-B12P01K00_rcp26_r6i1p1_I35Land_20060101-20991231.nc","RCP 2.6, CCSM4 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Precipitation"
"PARM","CCSM4","Daymet v. 2.1","Daily Precipitation","RCP 4.5","pr_day_I35prp1-PARM-B14D01K00_rcp45_r6i1p1_I35Land_20060101-20991231.nc","RCP 4.5, CCSM4 downscaled with PARM trained with Daymet v. 2.1 - Daily Precipitation"
"PARM","CCSM4","Livneh v. 1.2","Daily Precipitation","RCP 4.5","pr_day_I35prp1-PARM-B14L01K00_rcp45_r6i1p1_I35Land_20060101-20991231.nc","RCP 4.5, CCSM4 downscaled with PARM trained with Livneh v. 1.2 - Daily Precipitation"
"PARM","CCSM4","PRISM AN81d v. D1","Daily Precipitation","RCP 4.5","pr_day_I35prp1-PARM-B14P01K00_rcp45_r6i1p1_I35Land_20060101-20991231.nc","RCP 4.5, CCSM4 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Precipitation"
"PARM","CCSM4","Daymet v. 2.1","Daily Precipitation","RCP 8.5","pr_day_I35prp1-PARM-B18D01K00_rcp85_r6i1p1_I35Land_20060101-20991231.nc","RCP 8.5, CCSM4 downscaled with PARM trained with Daymet v. 2.1 - Daily Precipitation"
"PARM","CCSM4","Livneh v. 1.2","Daily Precipitation","RCP 8.5","pr_day_I35prp1-PARM-B18L01K00_rcp85_r6i1p1_I35Land_20060101-20991231.nc","RCP 8.5, CCSM4 downscaled with PARM trained with Livneh v. 1.2 - Daily Precipitation"
"PARM","CCSM4","PRISM AN81d v. D1","Daily Precipitation","RCP 8.5","pr_day_I35prp1-PARM-B18P01K00_rcp85_r6i1p1_I35Land_20060101-20991231.nc","RCP 8.5, CCSM4 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Precipitation"
"PARM","MIROC5","Daymet v. 2.1","Daily Precipitation","RCP 2.6","pr_day_I35prp1-PARM-B22D01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MIROC5 downscaled with PARM trained with Daymet v. 2.1 - Daily Precipitation"
"PARM","MIROC5","Livneh v. 1.2","Daily Precipitation","RCP 2.6","pr_day_I35prp1-PARM-B22L01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MIROC5 downscaled with PARM trained with Livneh v. 1.2 - Daily Precipitation"
"PARM","MIROC5","PRISM AN81d v. D1","Daily Precipitation","RCP 2.6","pr_day_I35prp1-PARM-B22P01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MIROC5 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Precipitation"
"PARM","MIROC5","Daymet v. 2.1","Daily Precipitation","RCP 4.5","pr_day_I35prp1-PARM-B24D01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MIROC5 downscaled with PARM trained with Daymet v. 2.1 - Daily Precipitation"
"PARM","MIROC5","Livneh v. 1.2","Daily Precipitation","RCP 4.5","pr_day_I35prp1-PARM-B24L01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MIROC5 downscaled with PARM trained with Livneh v. 1.2 - Daily Precipitation"
"PARM","MIROC5","PRISM AN81d v. D1","Daily Precipitation","RCP 4.5","pr_day_I35prp1-PARM-B24P01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MIROC5 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Precipitation"
"PARM","MIROC5","Daymet v. 2.1","Daily Precipitation","RCP 8.5","pr_day_I35prp1-PARM-B28D01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MIROC5 downscaled with PARM trained with Daymet v. 2.1 - Daily Precipitation"
"PARM","MIROC5","Livneh v. 1.2","Daily Precipitation","RCP 8.5","pr_day_I35prp1-PARM-B28L01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MIROC5 downscaled with PARM trained with Livneh v. 1.2 - Daily Precipitation"
"PARM","MIROC5","PRISM AN81d v. D1","Daily Precipitation","RCP 8.5","pr_day_I35prp1-PARM-B28P01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MIROC5 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Precipitation"
"PARM","MPI-ESM-LR","Daymet v. 2.1","Daily Precipitation","RCP 2.6","pr_day_I35prp1-PARM-B32D01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MPI-ESM-LR downscaled with PARM trained with Daymet v. 2.1 - Daily Precipitation"
"PARM","MPI-ESM-LR","Livneh v. 1.2","Daily Precipitation","RCP 2.6","pr_day_I35prp1-PARM-B32L01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MPI-ESM-LR downscaled with PARM trained with Livneh v. 1.2 - Daily Precipitation"
"PARM","MPI-ESM-LR","PRISM AN81d v. D1","Daily Precipitation","RCP 2.6","pr_day_I35prp1-PARM-B32P01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MPI-ESM-LR downscaled with PARM trained with PRISM AN81d v. D1 - Daily Precipitation"
"PARM","MPI-ESM-LR","Daymet v. 2.1","Daily Precipitation","RCP 4.5","pr_day_I35prp1-PARM-B34D01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MPI-ESM-LR downscaled with PARM trained with Daymet v. 2.1 - Daily Precipitation"
"PARM","MPI-ESM-LR","Livneh v. 1.2","Daily Precipitation","RCP 4.5","pr_day_I35prp1-PARM-B34L01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MPI-ESM-LR downscaled with PARM trained with Livneh v. 1.2 - Daily Precipitation"
"PARM","MPI-ESM-LR","PRISM AN81d v. D1","Daily Precipitation","RCP 4.5","pr_day_I35prp1-PARM-B34P01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MPI-ESM-LR downscaled with PARM trained with PRISM AN81d v. D1 - Daily Precipitation"
"PARM","MPI-ESM-LR","Daymet v. 2.1","Daily Precipitation","RCP 8.5","pr_day_I35prp1-PARM-B38D01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MPI-ESM-LR downscaled with PARM trained with Daymet v. 2.1 - Daily Precipitation"
"PARM","MPI-ESM-LR","Livneh v. 1.2","Daily Precipitation","RCP 8.5","pr_day_I35prp1-PARM-B38L01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MPI-ESM-LR downscaled with PARM trained with Livneh v. 1.2 - Daily Precipitation"
"PARM","MPI-ESM-LR","PRISM AN81d v. D1","Daily Precipitation","RCP 8.5","pr_day_I35prp1-PARM-B38P01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MPI-ESM-LR downscaled with PARM trained with PRISM AN81d v. D1 - Daily Precipitation"
"PARM","CCSM4","Daymet v. 2.1","Daily High Temperature","RCP 2.6","tasmax_day_I35txdetrp1-PARM-B12D01K00_rcp26_r6i1p1_I35Land_20060101-20991231.nc","RCP 2.6, CCSM4 downscaled with PARM trained with Daymet v. 2.1 - Daily High Temperature"
"PARM","CCSM4","Livneh v. 1.2","Daily High Temperature","RCP 2.6","tasmax_day_I35txdetrp1-PARM-B12L01K00_rcp26_r6i1p1_I35Land_20060101-20991231.nc","RCP 2.6, CCSM4 downscaled with PARM trained with Livneh v. 1.2 - Daily High Temperature"
"PARM","CCSM4","PRISM AN81d v. D1","Daily High Temperature","RCP 2.6","tasmax_day_I35txdetrp1-PARM-B12P01K00_rcp26_r6i1p1_I35Land_20060101-20991231.nc","RCP 2.6, CCSM4 downscaled with PARM trained with PRISM AN81d v. D1 - Daily High Temperature"
"PARM","CCSM4","Daymet v. 2.1","Daily High Temperature","RCP 4.5","tasmax_day_I35txdetrp1-PARM-B14D01K00_rcp45_r6i1p1_I35Land_20060101-20991231.nc","RCP 4.5, CCSM4 downscaled with PARM trained with Daymet v. 2.1 - Daily High Temperature"
"PARM","CCSM4","Livneh v. 1.2","Daily High Temperature","RCP 4.5","tasmax_day_I35txdetrp1-PARM-B14L01K00_rcp45_r6i1p1_I35Land_20060101-20991231.nc","RCP 4.5, CCSM4 downscaled with PARM trained with Livneh v. 1.2 - Daily High Temperature"
"PARM","CCSM4","PRISM AN81d v. D1","Daily High Temperature","RCP 4.5","tasmax_day_I35txdetrp1-PARM-B14P01K00_rcp45_r6i1p1_I35Land_20060101-20991231.nc","RCP 4.5, CCSM4 downscaled with PARM trained with PRISM AN81d v. D1 - Daily High Temperature"
"PARM","CCSM4","Daymet v. 2.1","Daily High Temperature","RCP 8.5","tasmax_day_I35txdetrp1-PARM-B18D01K00_rcp85_r6i1p1_I35Land_20060101-20991231.nc","RCP 8.5, CCSM4 downscaled with PARM trained with Daymet v. 2.1 - Daily High Temperature"
"PARM","CCSM4","Livneh v. 1.2","Daily High Temperature","RCP 8.5","tasmax_day_I35txdetrp1-PARM-B18L01K00_rcp85_r6i1p1_I35Land_20060101-20991231.nc","RCP 8.5, CCSM4 downscaled with PARM trained with Livneh v. 1.2 - Daily High Temperature"
"PARM","CCSM4","PRISM AN81d v. D1","Daily High Temperature","RCP 8.5","tasmax_day_I35txdetrp1-PARM-B18P01K00_rcp85_r6i1p1_I35Land_20060101-20991231.nc","RCP 8.5, CCSM4 downscaled with PARM trained with PRISM AN81d v. D1 - Daily High Temperature"
"PARM","MIROC5","Daymet v. 2.1","Daily High Temperature","RCP 2.6","tasmax_day_I35txdetrp1-PARM-B22D01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MIROC5 downscaled with PARM trained with Daymet v. 2.1 - Daily High Temperature"
"PARM","MIROC5","Livneh v. 1.2","Daily High Temperature","RCP 2.6","tasmax_day_I35txdetrp1-PARM-B22L01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MIROC5 downscaled with PARM trained with Livneh v. 1.2 - Daily High Temperature"
"PARM","MIROC5","PRISM AN81d v. D1","Daily High Temperature","RCP 2.6","tasmax_day_I35txdetrp1-PARM-B22P01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MIROC5 downscaled with PARM trained with PRISM AN81d v. D1 - Daily High Temperature"
"PARM","MIROC5","Daymet v. 2.1","Daily High Temperature","RCP 4.5","tasmax_day_I35txdetrp1-PARM-B24D01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MIROC5 downscaled with PARM trained with Daymet v. 2.1 - Daily High Temperature"
"PARM","MIROC5","Livneh v. 1.2","Daily High Temperature","RCP 4.5","tasmax_day_I35txdetrp1-PARM-B24L01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MIROC5 downscaled with PARM trained with Livneh v. 1.2 - Daily High Temperature"
"PARM","MIROC5","PRISM AN81d v. D1","Daily High Temperature","RCP 4.5","tasmax_day_I35txdetrp1-PARM-B24P01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MIROC5 downscaled with PARM trained with PRISM AN81d v. D1 - Daily High Temperature"
"PARM","MIROC5","Daymet v. 2.1","Daily High Temperature","RCP 8.5","tasmax_day_I35txdetrp1-PARM-B28D01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MIROC5 downscaled with PARM trained with Daymet v. 2.1 - Daily High Temperature"
"PARM","MIROC5","Livneh v. 1.2","Daily High Temperature","RCP 8.5","tasmax_day_I35txdetrp1-PARM-B28L01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MIROC5 downscaled with PARM trained with Livneh v. 1.2 - Daily High Temperature"
"PARM","MIROC5","PRISM AN81d v. D1","Daily High Temperature","RCP 8.5","tasmax_day_I35txdetrp1-PARM-B28P01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MIROC5 downscaled with PARM trained with PRISM AN81d v. D1 - Daily High Temperature"
"PARM","MPI-ESM-LR","Daymet v. 2.1","Daily High Temperature","RCP 2.6","tasmax_day_I35txdetrp1-PARM-B32D01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MPI-ESM-LR downscaled with PARM trained with Daymet v. 2.1 - Daily High Temperature"
"PARM","MPI-ESM-LR","Livneh v. 1.2","Daily High Temperature","RCP 2.6","tasmax_day_I35txdetrp1-PARM-B32L01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MPI-ESM-LR downscaled with PARM trained with Livneh v. 1.2 - Daily High Temperature"
"PARM","MPI-ESM-LR","PRISM AN81d v. D1","Daily High Temperature","RCP 2.6","tasmax_day_I35txdetrp1-PARM-B32P01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MPI-ESM-LR downscaled with PARM trained with PRISM AN81d v. D1 - Daily High Temperature"
"PARM","MPI-ESM-LR","Daymet v. 2.1","Daily High Temperature","RCP 4.5","tasmax_day_I35txdetrp1-PARM-B34D01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MPI-ESM-LR downscaled with PARM trained with Daymet v. 2.1 - Daily High Temperature"
"PARM","MPI-ESM-LR","Livneh v. 1.2","Daily High Temperature","RCP 4.5","tasmax_day_I35txdetrp1-PARM-B34L01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MPI-ESM-LR downscaled with PARM trained with Livneh v. 1.2 - Daily High Temperature"
"PARM","MPI-ESM-LR","PRISM AN81d v. D1","Daily High Temperature","RCP 4.5","tasmax_day_I35txdetrp1-PARM-B34P01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MPI-ESM-LR downscaled with PARM trained with PRISM AN81d v. D1 - Daily High Temperature"
"PARM","MPI-ESM-LR","Daymet v. 2.1","Daily High Temperature","RCP 8.5","tasmax_day_I35txdetrp1-PARM-B38D01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MPI-ESM-LR downscaled with PARM trained with Daymet v. 2.1 - Daily High Temperature"
"PARM","MPI-ESM-LR","Livneh v. 1.2","Daily High Temperature","RCP 8.5","tasmax_day_I35txdetrp1-PARM-B38L01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MPI-ESM-LR downscaled with PARM trained with Livneh v. 1.2 - Daily High Temperature"
"PARM","MPI-ESM-LR","PRISM AN81d v. D1","Daily High Temperature","RCP 8.5","tasmax_day_I35txdetrp1-PARM-B38P01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MPI-ESM-LR downscaled with PARM trained with PRISM AN81d v. D1 - Daily High Temperature"
"PARM","CCSM4","Daymet v. 2.1","Daily Low Temperature","RCP 2.6","tasmin_day_I35tndetrp1-PARM-Bd12D01K00_rcp26_r6i1p1_I35Land_20060101-20991231.nc","RCP 2.6, CCSM4 downscaled with PARM trained with Daymet v. 2.1 - Daily Low Temperature"
"PARM","CCSM4","Livneh v. 1.2","Daily Low Temperature","RCP 2.6","tasmin_day_I35tndetrp1-PARM-Bd12L01K00_rcp26_r6i1p1_I35Land_20060101-20991231.nc","RCP 2.6, CCSM4 downscaled with PARM trained with Livneh v. 1.2 - Daily Low Temperature"
"PARM","CCSM4","PRISM AN81d v. D1","Daily Low Temperature","RCP 2.6","tasmin_day_I35tndetrp1-PARM-Bd12P01K00_rcp26_r6i1p1_I35Land_20060101-20991231.nc","RCP 2.6, CCSM4 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Low Temperature"
"PARM","CCSM4","Daymet v. 2.1","Daily Low Temperature","RCP 4.5","tasmin_day_I35tndetrp1-PARM-Bd14D01K00_rcp45_r6i1p1_I35Land_20060101-20991231.nc","RCP 4.5, CCSM4 downscaled with PARM trained with Daymet v. 2.1 - Daily Low Temperature"
"PARM","CCSM4","Livneh v. 1.2","Daily Low Temperature","RCP 4.5","tasmin_day_I35tndetrp1-PARM-Bd14L01K00_rcp45_r6i1p1_I35Land_20060101-20991231.nc","RCP 4.5, CCSM4 downscaled with PARM trained with Livneh v. 1.2 - Daily Low Temperature"
"PARM","CCSM4","PRISM AN81d v. D1","Daily Low Temperature","RCP 4.5","tasmin_day_I35tndetrp1-PARM-Bd14P01K00_rcp45_r6i1p1_I35Land_20060101-20991231.nc","RCP 4.5, CCSM4 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Low Temperature"
"PARM","CCSM4","Daymet v. 2.1","Daily Low Temperature","RCP 8.5","tasmin_day_I35tndetrp1-PARM-Bd18D01K00_rcp85_r6i1p1_I35Land_20060101-20991231.nc","RCP 8.5, CCSM4 downscaled with PARM trained with Daymet v. 2.1 - Daily Low Temperature"
"PARM","CCSM4","Livneh v. 1.2","Daily Low Temperature","RCP 8.5","tasmin_day_I35tndetrp1-PARM-Bd18L01K00_rcp85_r6i1p1_I35Land_20060101-20991231.nc","RCP 8.5, CCSM4 downscaled with PARM trained with Livneh v. 1.2 - Daily Low Temperature"
"PARM","CCSM4","PRISM AN81d v. D1","Daily Low Temperature","RCP 8.5","tasmin_day_I35tndetrp1-PARM-Bd18P01K00_rcp85_r6i1p1_I35Land_20060101-20991231.nc","RCP 8.5, CCSM4 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Low Temperature"
"PARM","MIROC5","Daymet v. 2.1","Daily Low Temperature","RCP 2.6","tasmin_day_I35tndetrp1-PARM-Bd22D01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MIROC5 downscaled with PARM trained with Daymet v. 2.1 - Daily Low Temperature"
"PARM","MIROC5","Livneh v. 1.2","Daily Low Temperature","RCP 2.6","tasmin_day_I35tndetrp1-PARM-Bd22L01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MIROC5 downscaled with PARM trained with Livneh v. 1.2 - Daily Low Temperature"
"PARM","MIROC5","PRISM AN81d v. D1","Daily Low Temperature","RCP 2.6","tasmin_day_I35tndetrp1-PARM-Bd22P01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MIROC5 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Low Temperature"
"PARM","MIROC5","Daymet v. 2.1","Daily Low Temperature","RCP 4.5","tasmin_day_I35tndetrp1-PARM-Bd24D01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MIROC5 downscaled with PARM trained with Daymet v. 2.1 - Daily Low Temperature"
"PARM","MIROC5","Livneh v. 1.2","Daily Low Temperature","RCP 4.5","tasmin_day_I35tndetrp1-PARM-Bd24L01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MIROC5 downscaled with PARM trained with Livneh v. 1.2 - Daily Low Temperature"
"PARM","MIROC5","PRISM AN81d v. D1","Daily Low Temperature","RCP 4.5","tasmin_day_I35tndetrp1-PARM-Bd24P01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MIROC5 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Low Temperature"
"PARM","MIROC5","Daymet v. 2.1","Daily Low Temperature","RCP 8.5","tasmin_day_I35tndetrp1-PARM-Bd28D01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MIROC5 downscaled with PARM trained with Daymet v. 2.1 - Daily Low Temperature"
"PARM","MIROC5","Livneh v. 1.2","Daily Low Temperature","RCP 8.5","tasmin_day_I35tndetrp1-PARM-Bd28L01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MIROC5 downscaled with PARM trained with Livneh v. 1.2 - Daily Low Temperature"
"PARM","MIROC5","PRISM AN81d v. D1","Daily Low Temperature","RCP 8.5","tasmin_day_I35tndetrp1-PARM-Bd28P01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MIROC5 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Low Temperature"
"PARM","MPI-ESM-LR","Daymet v. 2.1","Daily Low Temperature","RCP 2.6","tasmin_day_I35tndetrp1-PARM-Bd32D01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MPI-ESM-LR downscaled with PARM trained with Daymet v. 2.1 - Daily Low Temperature"
"PARM","MPI-ESM-LR","Livneh v. 1.2","Daily Low Temperature","RCP 2.6","tasmin_day_I35tndetrp1-PARM-Bd32L01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MPI-ESM-LR downscaled with PARM trained with Livneh v. 1.2 - Daily Low Temperature"
"PARM","MPI-ESM-LR","PRISM AN81d v. D1","Daily Low Temperature","RCP 2.6","tasmin_day_I35tndetrp1-PARM-Bd32P01K00_rcp26_r1i1p1_I35Land_20060101-20991231.nc","RCP 2.6, MPI-ESM-LR downscaled with PARM trained with PRISM AN81d v. D1 - Daily Low Temperature"
"PARM","MPI-ESM-LR","Daymet v. 2.1","Daily Low Temperature","RCP 4.5","tasmin_day_I35tndetrp1-PARM-Bd34D01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MPI-ESM-LR downscaled with PARM trained with Daymet v. 2.1 - Daily Low Temperature"
"PARM","MPI-ESM-LR","Livneh v. 1.2","Daily Low Temperature","RCP 4.5","tasmin_day_I35tndetrp1-PARM-Bd34L01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MPI-ESM-LR downscaled with PARM trained with Livneh v. 1.2 - Daily Low Temperature"
"PARM","MPI-ESM-LR","PRISM AN81d v. D1","Daily Low Temperature","RCP 4.5","tasmin_day_I35tndetrp1-PARM-Bd34P01K00_rcp45_r1i1p1_I35Land_20060101-20991231.nc","RCP 4.5, MPI-ESM-LR downscaled with PARM trained with PRISM AN81d v. D1 - Daily Low Temperature"
"PARM","MPI-ESM-LR","Daymet v. 2.1","Daily Low Temperature","RCP 8.5","tasmin_day_I35tndetrp1-PARM-Bd38D01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MPI-ESM-LR downscaled with PARM trained with Daymet v. 2.1 - Daily Low Temperature"
"PARM","MPI-ESM-LR","Livneh v. 1.2","Daily Low Temperature","RCP 8.5","tasmin_day_I35tndetrp1-PARM-Bd38L01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MPI-ESM-LR downscaled with PARM trained with Livneh v. 1.2 - Daily Low Temperature"
"PARM","MPI-ESM-LR","PRISM AN81d v. D1","Daily Low Temperature","RCP 8.5","tasmin_day_I35tndetrp1-PARM-Bd38P01K00_rcp85_r1i1p1_I35Land_20060101-20991231.nc","RCP 8.5, MPI-ESM-LR downscaled with PARM trained with PRISM AN81d v. D1 - Daily Low Temperature"
"PARM","CCSM4","Daymet v. 2.1","Daily Precipitation","Historical","pr_day_I35prp1-PARM-B10D01K00_historical_r6i1p1_I35Land_19810101-20051231.nc","Historical, CCSM4 downscaled with PARM trained with Daymet v. 2.1 - Daily Precipitation"
"PARM","CCSM4","Livneh v. 1.2","Daily Precipitation","Historical","pr_day_I35prp1-PARM-B10L01K00_historical_r6i1p1_I35Land_19810101-20051231.nc","Historical, CCSM4 downscaled with PARM trained with Livneh v. 1.2 - Daily Precipitation"
"PARM","CCSM4","PRISM AN81d v. D1","Daily Precipitation","Historical","pr_day_I35prp1-PARM-B10P01K00_historical_r6i1p1_I35Land_19810101-20051231.nc","Historical, CCSM4 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Precipitation"
"PARM","MIROC5","Daymet v. 2.1","Daily Precipitation","Historical","pr_day_I35prp1-PARM-B20D01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MIROC5 downscaled with PARM trained with Daymet v. 2.1 - Daily Precipitation"
"PARM","MIROC5","Livneh v. 1.2","Daily Precipitation","Historical","pr_day_I35prp1-PARM-B20L01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MIROC5 downscaled with PARM trained with Livneh v. 1.2 - Daily Precipitation"
"PARM","MIROC5","PRISM AN81d v. D1","Daily Precipitation","Historical","pr_day_I35prp1-PARM-B20P01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MIROC5 downscaled with PARM trained with PRISM AN81d v. D1 - Daily Precipitation"
"PARM","MPI-ESM-LR","Daymet v. 2.1","Daily Precipitation","Historical","pr_day_I35prp1-PARM-B30D01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MPI-ESM-LR downscaled with PARM trained with Daymet v. 2.1 - Daily Precipitation"
"PARM","MPI-ESM-LR","Livneh v. 1.2","Daily Precipitation","Historical","pr_day_I35prp1-PARM-B30L01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MPI-ESM-LR downscaled with PARM trained with Livneh v. 1.2 - Daily Precipitation"
"PARM","MPI-ESM-LR","PRISM AN81d v. D1","Daily Precipitation","Historical","pr_day_I35prp1-PARM-B30P01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MPI-ESM-LR downscaled with PARM trained with PRISM AN81d v. D1 - Daily Precipitation"
"PARM","CCSM4","Daymet v. 2.1","Daily High Temperature","Historical","tasmax_day_I35txdetrp1-PARM-B10D01K00_historical_r6i1p1_I35Land_19810101-20051231.nc","Historical, CCSM4 downscaled with PARM trained with Daymet v. 2.1 - Daily High Temperature"
"PARM","CCSM4","Livneh v. 1.2","Daily High Temperature","Historical","tasmax_day_I35txdetrp1-PARM-B10L01K00_historical_r6i1p1_I35Land_19810101-20051231.nc","Historical, CCSM4 downscaled with PARM trained with Livneh v. 1.2 - Daily High Temperature"
"PARM","CCSM4","PRISM AN81d v. D1","Daily High Temperature","Historical","tasmax_day_I35txdetrp1-PARM-B10P01K00_historical_r6i1p1_I35Land_19810101-20051231.nc","Historical, CCSM4 downscaled with PARM trained with PRISM AN81d v. D1 - Daily High Temperature"
"PARM","MIROC5","Daymet v. 2.1","Daily High Temperature","Historical","tasmax_day_I35txdetrp1-PARM-B20D01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MIROC5 downscaled with PARM trained with Daymet v. 2.1 - Daily High Temperature"
"PARM","MIROC5","Livneh v. 1.2","Daily High Temperature","Historical","tasmax_day_I35txdetrp1-PARM-B20L01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MIROC5 downscaled with PARM trained with Livneh v. 1.2 - Daily High Temperature"
"PARM","MIROC5","PRISM AN81d v. D1","Daily High Temperature","Historical","tasmax_day_I35txdetrp1-PARM-B20P01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MIROC5 downscaled with PARM trained with PRISM AN81d v. D1 - Daily High Temperature"
"PARM","MPI-ESM-LR","Daymet v. 2.1","Daily High Temperature","Historical","tasmax_day_I35txdetrp1-PARM-B30D01K00_historical_r1i1p1_I35Land_19810101-20051231.nc","Historical, MPI-ESM-LR downscaled with PARM trained with Daymet v. 2.1 - Daily High Temperature"
